user,item,rating,timestamp
A1ZP3F3PSDURB4,B00005A8Y4,5,982540800
AI30UQ7HAZFNL,B00005A8Y4,2,985910400
A8QPDPFFKRBMO,B00005A8Y4,4,983750400
A2WWHISFVXARBZ,B00005A8Y4,5,985564800
A29RQ2J0JQ3SOT,B00005A8Y4,2,985910400
A3TTDPV5YHG9RA,B00005A8Y4,5,993427200
A1WQO9R42PTXXJ,B00005A8Y4,1,983232000
A1DMXZQTWRZWJG,B00005BHWG,5,1021420800
ASCM3206SVTO0,B00005JFZO,5,1016064000
A6XBU5ITV5V7D,B00005KJMA,4,1287187200
ACSDCF5ELM7OS,B00005KJMA,4,1292976000
A2ZM9BGE3K3SY2,B00005LE14,4,1068854400
A37DTGH3KJDK1G,B00005LE14,4,1099958400
A3VW8I58323GOR,B00005LERL,4,1242000000
A1Y6EV3E00WWF9,B00005MNSO,5,1015459200
A158MO0TPDNF41,B00005MNSO,1,1005782400
A27QZDO1FRRFCV,B00005NBGQ,5,1000512000
A2R92NR5E6VT83,B00005NCFB,4,1002585600
AAEL4MTJVG2F4,B00005NCFH,1,1010448000
A30KOKSK4JEFKC,B00005NCFH,5,1011744000
A20AFEO43D2U08,B00005NK3E,4,1001894400
A2FB2BZ89G11PV,B00005NK3E,4,1021852800
A1JWSDDIH5Z7DV,B00005NK3E,5,1027468800
AOYQR2530QCDX,B00005NK3E,5,1019779200
A3JYK7IM9CLPUE,B00005NK3E,4,1010707200
AOTCSUWBICSJK,B00005NK3E,5,1275955200
A116ZH81AS2756,B00005NK3E,5,1005177600
A1SX8V30IP3NFP,B00005NK3E,5,1060387200
A11TJBVEG6936Z,B00005OAS1,3,1330473600
A1ITCVZ46MUB3A,B00005QCNH,4,1277337600
A3VE4PDOBLGVXB,B00005QDWB,5,1005523200
A2E8ZDIIEU1GRK,B00005QDWB,5,1009756800
A1TNWAMSBXDFNW,B00005QDWB,5,1008201600
A7H27IVXN88FV,B00005QDWB,4,1006905600
A27RCJYF94VWRM,B00005QDWB,3,1005350400
A231WM2Z2JL0U3,B00005QDWB,4,1010880000
A3JM3GFIIRWUIH,B00005QDWB,3,1008720000
A3JUWNV2MJGBRJ,B00005QERW,5,1010361600
A18YENE612NP2F,B00005QERW,5,1006128000
A28ISQZI92JXT6,B00005QERW,2,1009497600
A3B9LDLFBGVMRZ,B00005QERW,1,1010016000
A1T6TKXRK8LRNH,B00005QERW,4,1013040000
AYREHDB2E7OAG,B00005QERW,1,1088121600
A33Z8SXQ2S4PD3,B00005QERW,4,1009843200
A2Q8WW6PQ9HUQ1,B00005QERW,5,1012867200
A2Q6H92WBKH0QB,B00005QERW,4,1020124800
A208OZ5XMMPKGS,B00005QERW,5,1032220800
A3TJK2DCJF98YD,B00005QERW,1,1007942400
A3NWR0095OBNGM,B00005QJ2H,4,1009584000
A3QY72O0V2B8ID,B00005QJ2H,5,1006300800
AKQV03V7M9ZUA,B00005QJ2H,4,1010793600
A3HOHK03NMS2QM,B00005QJ2H,4,1010275200
A2TYCAXBIWA321,B00005QJ2H,4,1009670400
A17U0KODENQNL3,B00005QJ2K,5,1011744000
A1ELBBZLKAVRB,B00005QJ2K,4,1011657600
A3R3GP486DAXR5,B00005QJ2K,3,1093996800
A2Q5ZMREHGZHJ0,B00005QJ2K,5,1009497600
A1CAQ78QKBIOVZ,B00005QJ2K,1,1085529600
A16NZV3EYDGSQJ,B00005QJ2K,3,1015459200
A3M0Q3BXYZEZGA,B00005QJ2K,1,1216598400
A1KGVDW56LDWZU,B00005QJ2K,1,1076803200
A1K6WSR8VRX2XO,B00005QJ2K,4,1034121600
A4JS1V5650JF1,B00005QJ2K,1,1043625600
AJBI0QK7RE5UT,B00005QJ2K,4,1073088000
A23YISL5A66SF2,B00005QJ2K,4,1008806400
A1ZNZDE148EMG6,B00005QJ2K,5,1014768000
A2L415S49GOUFR,B00005QJ2K,1,1012003200
A36GAO0ZEZL879,B00005QJ2K,1,1148515200
AI3L8R8LFQ0JE,B00005QJ2K,5,1178323200
ACJEWF127DY3H,B00005QJ2K,4,1005955200
A1E33M80P1LVTF,B00005QJ2K,1,1018051200
A2M28V4Z2E5K71,B00005QJ2K,1,1063238400
AVOJ379PVBMMO,B00005QJ2K,1,1038268800
A1U5HNW5RGOO08,B00005QJ2K,5,1041292800
A1F9KCJRW8EU5U,B00005QJ2K,5,1006560000
A389RWLPNS043,B00005QJ2K,1,1029024000
A6S1IS2P44QEE,B00005QJ2K,5,1018483200
A3JHQFV44ARLZX,B00005QJ2K,4,1006732800
A2MQOHS98BLAUV,B00005QJ2K,5,1165449600
A2AODXVASQ8WNG,B00005QJ2K,1,1088380800
A1X945J9V9B1O0,B00005QJ2K,1,1079740800
A2MZ72ZYR1WYGK,B00005QJ2K,1,1076803200
AKAPOYY2CUY5O,B00005QJ2N,4,1009843200
A3TWK53ZQCVVOR,B00005QJ2N,5,1014249600
A2TS7PDAGXX2C9,B00005QJ2N,5,1023926400
AIV5N8D4QW8ML,B00005QJ2N,5,1023667200
A39TFZJEVG6L77,B00005QJ2N,5,1011139200
A3OEPL7TJPSDED,B00005QJ2N,1,1017878400
A3L1NQTZOUTZOQ,B00005QJ2N,1,1019260800
A2Q7YFUMKAIKNI,B00005QJ2N,4,1007251200
A8BIM2XA81ZI0,B00005QJ2N,4,1006560000
A75WREXC9UJOZ,B00005QKH8,5,1197676800
A3TLZQPRA2SX9B,B00005QKH8,1,1196553600
A1U1X78DV17S35,B00005QKH8,5,1121817600
A2XR2ENMPT8DKC,B00005QZVG,5,1006300800
A2LMZIXV1LWVT5,B00005QZVG,5,1014508800
A4ZDGV9SQYB7X,B00005R8TX,4,1017100800
APCZXO813YQHP,B00005RCU7,5,1009152000
A2D2PVQ2M6Y8TZ,B00005RCU7,4,1007164800
A1PG25M78VQX11,B00005RCU7,5,1020556800
A257946FG7O1GR,B00005RCU7,5,1013644800
A1WWWTICP7WPP0,B00005RWGH,4,1020556800
AKZI5OSEUCB8Y,B00005RWGH,5,1288224000
A2HWERQP0ZPDOF,B00005RWGR,4,1029888000
A4ZDGV9SQYB7X,B00005RWGR,5,1016064000
AKNCBLJCOG8HA,B00005RWGR,5,1022112000
A1RPKCLVRLU062,B00005RWGU,5,1059609600
A1G2RQQDXFMYOD,B00005S8K5,3,1099785600
AWXXGBO1FAHOE,B00005T3IM,4,1318377600
ATE5SA1VTJNP8,B00005T3IM,5,1011312000
A271256O8P4GHS,B00005T3IM,4,1017360000
A185DMIUMEEA56,B00005T3IT,5,1006300800
A39ORM283ZMOPD,B00005T3IT,5,1022112000
A3UJQCCAYPPYLG,B00005T3IT,4,1169337600
A1QNZ3NX3EEEO7,B00005T3IT,1,1007596800
A26PNUZ4A26396,B00005T3IU,4,1011571200
AHSKJ866FHDC1,B00005T3IU,4,1205971200
A47RSHPAUO83B,B00005T3IU,1,1066348800
A1IM4I3U4HIS1M,B00005T3IU,3,1006992000
A2TH07TUF5VZFM,B00005T3IU,2,1011052800
A2R0PC25CYTJUW,B00005T3IU,4,1007942400
AZFQ3QA5ARUAS,B00005T3IU,4,1009670400
A2ZM9BGE3K3SY2,B00005T3JC,5,1067299200
A3K7B4YPDTRBNJ,B00005T3JF,4,1006560000
A1EOMZL7T96L1D,B00005T3JF,4,1007942400
AF657Q55LY2FB,B00005T3JF,1,1007596800
AMW5F6Y5F9T7J,B00005T3JF,5,1064275200
AGM3QMDSBG9JH,B00005T3JF,5,1015977600
AE5CA4C5W88K6,B00005T3JG,5,1013817600
A3QEHW8QDQX9H4,B00005T3JG,5,1010275200
A303SIIM8V9MXH,B00005T3JG,5,1015977600
AHTP9LL3KI35R,B00005T3JG,3,1128902400
A3TFPBGC4XQPW8,B00005T3JG,3,1011312000
A2M1RZHIXYMEKB,B00005T3JG,4,1007164800
A2RGKNI2VLM71O,B00005T3JG,2,1010102400
A3Q7WQK0N6RJ9X,B00005T3JG,1,1048896000
A1F1KMG82CG889,B00005T3JG,5,1013558400
A3SU2JUETVAV2V,B00005T3JG,1,1164672000
AAYSPAJ40JBTH,B00005T3JH,5,1009152000
AQ82EIP07WULJ,B00005T3JH,5,1324252800
A2EX952PCDCDXC,B00005T3JH,5,1009843200
A2J5JCTO0RS27K,B00005T3JH,5,1007164800
A1WKUY7T0EM0GM,B00005T79K,4,1102377600
A6IX0T5Z4NEXG,B00005T79K,1,1185753600
A3VHS7FUDCRUOG,B00005T79M,4,1019001600
A3OEPL7TJPSDED,B00005T79M,4,1020729600
A19V9ND1RELDTS,B00005T79M,5,1054857600
A3OPDQPLZI2EAR,B00005T79N,5,1013904000
A8TZ88OM8YOLW,B00005T79O,5,1016582400
A3UQGHXT9PGYI3,B00005TSMI,4,1014940800
A1JSHG25E2P1OP,B00005TSMI,5,1008806400
A2DFM1TVTOS6RH,B00005TSMI,4,1014768000
A3RFTAWDL3ARG3,B00005TSMI,1,1011657600
A1BJZG6VH8SIH,B00005TSMI,2,1007510400
A2DWAKDPBCOASN,B00005TSMI,1,1102982400
A2C9U3UI79G9WQ,B00005TSMI,5,1007683200
A231WM2Z2JL0U3,B00005TSMI,3,1010880000
A14T4GWC7EBUMN,B00005UT2R,4,1020124800
A1KB4VUZ8PIQ39,B00005UT2R,5,1011052800
A231WM2Z2JL0U3,B00005UT2R,5,1011657600
A2CA374K5ZZWI7,B00005UT2X,4,1011830400
A186VVOJBAHFJ1,B00005UT2X,5,1020038400
A2A7BUNDKQGJVX,B00005UT2X,4,1012435200
APX9WKVSNRWTA,B00005UT2X,5,1023840000
A1XXDZYWFYV2A4,B00005UT2X,4,1010966400
A2BMAEK6V9MZRS,B00005UT2X,5,1014768000
AZWUYFM5KGB3X,B00005UT2X,3,1030233600
A2QQA7CI6YDOB4,B00005UT2X,5,1011657600
A3ESYTN416ZLQ,B00005UT2X,5,1074988800
A3MH10PI0V3ZBL,B00005UT2X,1,1018224000
A292GFO16TVDD0,B00005UT2X,5,1120694400
AHDXAG0XF46N0,B00005UT2Y,4,1015804800
ARPSBSRAF26EZ,B00005UT2Y,1,1041984000
A10ONZMZX5O294,B00005UT2Y,5,1010707200
A27MFCJGC84BK8,B00005UT2Y,5,1011657600
A2JD7DCSYXRPVC,B00005UT2Y,4,1108944000
A3NS3OVABTFCRP,B00005UT2Y,3,1015977600
A3FD96CIN1CWXD,B00005UT2Y,4,1011484800
A2GM4F75K9OE0K,B00005UT2Y,5,1012435200
AQJ9NXJ6JPL2E,B00005UT2Y,4,1024531200
A3WVP4NUTGACD,B00005UT2Y,1,1045440000
ANXH9C231Z6BI,B00005UT2Y,2,1089158400
A28UYHFIEQMUOI,B00005UT2Y,1,1083628800
A24FQJF3O81DQ5,B00005UT2Y,4,1014336000
A31C4P50CH9ET4,B00005UX3I,5,1015632000
A9R6PN5KJZ5NJ,B00005UX3I,5,1014249600
A3NM0RAYSL6PA8,B00005UX3I,5,1013817600
A3W07YIGH8YGR3,B00005UX3I,3,1012003200
A1JJOV69MAU2J2,B00005UX3I,5,1017446400
A2C0CB3BYLJEBK,B00005UX3J,5,1014336000
A1R23IVK654TC5,B00005UX3J,5,1011312000
A3CCN1X4TOVTEW,B00005UX3J,4,1013472000
A37A27YO5I79IZ,B00005UX3J,4,1011830400
A3NR2F7DZAQIFW,B00005UX3J,1,1013990400
A1UGDW9PZ7ZSSA,B00005V5YL,1,1028592000
A1IT89SNNYR4EA,B00005V5YM,1,1026691200
A987W7WUQE2RP,B00005V5YM,5,1025049600
A1IM8ZWQDB087V,B00005V5YM,2,1045267200
A1HLUOZ64HFXV,B00005V5YM,5,1017705600
A43PL1VL3BL8Y,B00005V5YM,5,1026345600
A7D40EK4M5BML,B00005V5YM,5,1045008000
A39YX2VMVWYVXC,B00005V5YM,5,1040256000
A1G5REVTFF653A,B00005V5YM,5,1021248000
A3CPXRVHJNYTEA,B00005V5YM,5,1014940800
A1LIDGBAW66U71,B00005V5YM,5,1032480000
A1MQQEM7W77L62,B00005V5YM,5,1028937600
A7FDGFK0KN7QG,B00005V5YM,4,1026864000
ABGN6ADLR40OB,B00005V5YM,3,1037923200
A21NGL4KK8NR5W,B00005V5YO,1,1183075200
A1YK0A2FB2XW5Z,B00005V5YO,5,1017878400
A2UK453Y61K2DH,B00005V5YO,5,1022716800
A3IY03BB7JHJJM,B00005V5YO,5,1029715200
A3A7GAU4OWFXUB,B00005V5YO,5,1019433600
A2Y8K95I7E0K9S,B00005V5YO,4,1040428800
A1H7MKC9X451FJ,B00005V5YO,5,1016409600
A2VV0TJNJT9D3O,B00005V5YO,5,1017619200
A2WDUK8X51AH6S,B00005V5YO,5,1017273600
AQGAFL7WO7H0X,B00005V5YO,5,1018051200
A34F6LX6DT66PP,B00005V5YO,5,1021161600
A1TNU6DW55Y2FO,B00005V5YO,5,1041292800
ALUMF11ZMM5G1,B00005V5YR,4,1012262400
A3EB6HYOW4HJIT,B00005V5YR,5,1019520000
A3R1BQIWWS8G41,B00005V5YR,5,1014940800
A2RDFAZO1XY6AW,B00005V5YR,3,1011571200
AKSDTFULYG4IZ,B00005V5YT,1,1029628800
A1K6LQAU48VMK9,B00005V5YT,5,1013904000
A2CVF4SOMDMHQH,B00005V5YT,5,1017619200
A35M7N7PBNJ75B,B00005V5YT,5,1013040000
AVBL84K4NL1FX,B00005V5YU,5,1015977600
AHHE26G7MVEB7,B00005V5YU,4,1036886400
A22WOTXMYSGV98,B00005V5YU,5,1012608000
A2CCH5I6OQUDN5,B00005V5YU,5,1016064000
A19W93HDH2FWZG,B00005V5YU,5,1016150400
A36PK09SMSOAHW,B00005V5YU,5,1017532800
A9V8DKZXDX146,B00005V5YU,4,1021075200
A2HZ7QF9FWEDXM,B00005V5YU,5,1013040000
A3ELSU1SHRX09Y,B00005V5YV,5,1027900800
A3H7K33Z7JB6R5,B00005V7HD,5,1015372800
A2WX1SHF4U8X86,B00005V7HD,5,1140566400
A231WM2Z2JL0U3,B00005V9PI,3,1012089600
AVZ2OZ479Q9E8,B00005Y0JH,4,1019952000
AON1JTS6AZN2L,B00005Y0JH,1,1043020800
A2RVGKABRCM6AA,B00005Y0JH,5,1019347200
A1SP4ZUW7AAX7Z,B00005Y0JH,4,1012435200
A2PR60MLJ3OCHK,B00005Y0JH,5,1019001600
A1JH04OQYFKCB6,B00005Y0JH,5,1018310400
AGL2TS7IJQQ4Y,B00005Y0JI,5,1020470400
A128Y4G48WPKGS,B00005Y0JI,5,1016323200
A3CON8X1U5EXFL,B00005Y0JI,5,1014595200
A2IDLCBXOH8H0M,B00005Y0JI,3,1021766400
A1YOWY8PD9E0GL,B00005Y0JI,3,1017705600
A2EOCDPEG6K1WQ,B00005Y0JI,5,1028332800
A2AEZQ3DGBBLPR,B00005Y0JI,4,1022803200
A2NQ9PYP5RFNMN,B00005Y0JI,5,1018051200
A1JRSQJ4JW5U9C,B00005Y0JI,1,1075420800
A17D95WD0WWBLL,B00005Y0JI,5,1014076800
AGHZXQL9F94T9,B00005Y0JI,5,1017187200
A1AS6809XSF6AV,B00005Y0JI,3,1016755200
A2P8TRQ4AXVFSO,B00005Y0JJ,3,1018310400
A3GXUCIRFK15RZ,B00005Y0JJ,5,1014768000
A2JE6WR1EZC5LY,B00005Y0JJ,5,1014940800
A2H2PQO4AO61RZ,B00005Y0JJ,5,1013472000
A1HOO8SRVIXF2H,B00005Y0JJ,5,1014595200
A2EROTEUENFNYG,B00005Y0JJ,1,1118102400
ABAWUKKWI60CZ,B00005Y0JJ,1,1138320000
A5TFDMTWBJDIQ,B00005Y0JJ,5,1013731200
A2BX3T6JZ93G8U,B00005Y0JJ,5,1022976000
A2UZPA69RL0ZER,B00005Y0JJ,5,1015027200
A3KQZM9IGVGHJP,B00005Y0JJ,4,1042070400
A1C2XN9TKXVL53,B00005Y3RI,5,1364083200
A2ZHTV83IE7IXK,B00005YWKE,4,1019606400
AZXRHQJ5U1ZNE,B00005YWKE,1,1026864000
A1F4Y8CNW9UAS0,B00005YWKE,5,1014940800
A231WM2Z2JL0U3,B00005YWKE,3,1017619200
A2X3DND07EKBKU,B00005YWKE,5,1013817600
A2RVH4GIRB76UD,B00005YWKE,1,1017964800
A2G0D6WCPIORBH,B00005YWKE,2,1016150400
A2WRFP27AWBLD,B00005YXCA,5,1026000000
A3ULOYYLHOH1QQ,B00005YXCA,5,1014249600
A3MLTMFJYYWYKY,B00005YXCA,5,1023494400
A1DMXZQTWRZWJG,B00005YXCD,5,1028851200
A2CEZ2N0FTLU37,B00005YXCD,5,1306281600
AU5KEOMNS1MYB,B00005YXCD,5,1015718400
A2NM78BGWZ5DOA,B000060MQZ,4,1116547200
A1R69YF3OJ8EG5,B000062WXL,5,1022889600
A3JT2VSC1MQZ13,B000062XUS,2,1027123200
A3NBL8WLSDARYP,B000062XUS,5,1022630400
A142O1V8GA53OP,B000062XUS,5,1017792000
A270DL1EWTDS1A,B000063LJX,5,1034294400
A38BO26QW3O1J2,B000063LJZ,5,1019692800
A86F767OWIN7Y,B000063LJZ,4,1032739200
A2J2KKFAHHVGNG,B000063LJZ,2,1080777600
A1YR9MBUVWMA4G,B000063LJZ,5,1322870400
A2IYZOENI0G4WT,B000063LJZ,5,1025049600
A2XI022SY0OWTN,B000063LK0,5,1019520000
A3HYK1SHTL0317,B000063LK1,5,1024444800
A2Q6H92WBKH0QB,B000063LK1,5,1024963200
A7E2Q33H2D0JN,B000063LK1,4,1020384000
AX8SWWB9837TA,B000063S3X,3,1018051200
A2A3MV6TPME987,B000063S43,4,1018310400
A1IBKN1GXYJ3K4,B000063S43,3,1021334400
A3HVGIWVY4OBCE,B000063S43,1,1022284800
A2FLUCBJL7I09R,B000063S43,5,1019606400
A18CRS4FLVH5YW,B000063S43,1,1016841600
A18KQWK15R7W7C,B000063SAN,4,1034294400
A1FRA6OAFBN1P4,B000063SAO,5,1025481600
A3IVZV4GLD9QL7,B000064073,5,1024272000
A2KSVVLQ2PLIBG,B000064073,5,1020902400
A24XC14KZ4R303,B000064073,4,1025827200
A231WM2Z2JL0U3,B000064073,5,1021420800
A2RWTTZGRNWUU9,B00006407B,1,1027123200
A2T7UZEC52HB6S,B00006407B,4,1022976000
A29ZI98TVUKWHH,B00006407B,2,1022457600
A2DQV941M6E87N,B00006407B,1,1032134400
A231WM2Z2JL0U3,B00006407B,4,1021420800
A1476DZ4RRYIEB,B00006407B,1,1024790400
A1E2WQFVYF4E71,B0000646PS,2,1019865600
A3Q1J68QY1MZQ9,B00006662E,5,1022803200
A1J2MUEXOXX2Q8,B00006662F,5,1028592000
A2SIA5ZT4ST0BC,B00006662F,5,1039651200
A1B3GNO9C8YX0N,B00006662F,5,1043366400
A2YHXGPCTENZY3,B00006662F,1,1028073600
A3H6VMY9GNI6WP,B00006662F,5,1029542400
A2DO5GDFHO2TVU,B00006662F,5,1031875200
A3BKYDAAYH42W1,B00006662F,5,1028678400
A8RXWF8I60B7,B00006662F,5,1025654400
A25D2NJXR1YLZK,B00006662F,5,1038441600
A2BNXXJ5BJ5J7T,B00006662F,5,1038268800
A3LXX7JO2HK400,B00006662F,4,1020556800
A101E76MMGBIDY,B00006662F,4,1042070400
AV8HH0WZAGF4X,B00006662F,5,1042416000
A12VF2H2CWKQGQ,B00006662F,2,1032739200
AZ1XPNJ8RB0DC,B00006662F,5,1312156800
A98JXBAGJ8IPP,B0000667AQ,1,1025136000
A1ZAHGXVTNSTOO,B0000667AQ,4,1073347200
A3UNVM8OMDYEZ9,B000066SSW,2,1120953600
A2W8MYPK2JUHUC,B000066SSW,1,1072915200
A2DSV29X88XL2Z,B000066SSW,1,1089072000
A3RU7J5IJ3B66,B000066SSW,1,1237852800
A1W7EKULCTYZNM,B000067DN8,5,1029196800
A2YHXGPCTENZY3,B000067DN8,2,1041811200
AYMD77ITD15PT,B000067DN8,4,1028160000
A2932CK3LNZLAL,B000067DN8,5,1029888000
A2VV0TJNJT9D3O,B000067DN8,5,1034380800
A2B2POM50MVRT3,B000067DN8,5,1100563200
A3H1V2Q063N0XS,B000067DN8,5,1021852800
A22G9EBTL8ACS1,B000067DN8,5,1037404800
A34KTV95MV0J50,B000067DPZ,1,1029024000
A10U48ZYPEBJVE,B000067DPZ,5,1079568000
A41F1PB94ZYVL,B000067DPZ,5,1022716800
A2HLJKX1OQ6U2S,B000067DPZ,5,1025568000
A11ICG57BQHRNT,B000067DPZ,3,1029542400
A2FUZHBHG4330Z,B000067DPZ,4,1040774400
A3D57XMXPVGQUF,B000067DPZ,5,1024272000
A1IWVIOBEMZ5OQ,B000067DPZ,5,1043020800
A24SDPRBGVKWVT,B000067DPZ,5,1036972800
A2U819MFAI2WO7,B000067NNR,5,1024876800
A33S69YPOEJ8NE,B000067NNR,1,1029715200
A1JNE0NQJ7SBNP,B000067NNR,3,1034899200
A216SE65HKHBDJ,B000067NNR,5,1040860800
A20FJJ3919BDHZ,B000067NNR,5,1028937600
A1YZ54Z9FOC9XV,B000067NNR,5,1028246400
A2EF74YFAHSHM,B0000682QZ,5,1065571200
A2EPJZJ4VYZ1NV,B0000682QZ,5,1056585600
A1CFIX7RQZS3MZ,B000068CT5,5,1031184000
A1ZDPQA6FLY8XM,B000068CT5,5,1033862400
A2JT5X557H8JWX,B000068EEB,3,1033862400
AT2J7H5TRZM8Z,B000068IE5,5,1036886400
A22MWJ5F0FPXD4,B000068IE5,5,1024704000
A2NVCHQKF0HK6X,B000068IE5,1,1027900800
A1UGDW9PZ7ZSSA,B000068IE5,1,1028505600
AYMD77ITD15PT,B000068IE5,4,1028160000
ACRI4C8PQJZU0,B000068IE5,5,1031529600
A2QASNE3KO2OPL,B000068IE5,5,1033948800
A2YJ9DT9YZ0DUN,B000068IE5,5,1037145600
A2000DWMMYNIYB,B000068IE5,5,1041465600
A3V501OZW29TT,B000068IE5,5,1022716800
A1JJOV69MAU2J2,B000068IE5,4,1030406400
AMUM002MXEXV4,B000068IE6,5,1028332800
A2GBZOZ2M7OIC2,B000068IE6,5,1027123200
AF7DUY08T2J87,B000068IE6,5,1036540800
A1UGDW9PZ7ZSSA,B000068IE6,2,1028592000
A23634ZM0UZ52S,B000068IE6,5,1031616000
A1E5S4JK9R1MGG,B000068IE6,5,1031875200
A2OL7IB7LR3E5G,B000068IE6,1,1027814400
A11ICG57BQHRNT,B000068IE6,1,1029542400
A2PVYNQH5G5FMJ,B000068IE6,5,1025222400
AUA9NGG7IRUNZ,B000068IE6,4,1027555200
AYX1FRZ5U168V,B000068IE6,4,1025222400
A2HT4WMQDXNDVH,B000068IE6,5,1030320000
AUNJSK273Z367,B000068IE6,4,1028160000
A1ZSX3QB6DIKS6,B000068IE6,5,1033257600
A3SBDUQNS20UIW,B000068IE6,4,1026172800
A1NJKPYXJYAAHJ,B000068IE6,2,1040515200
A1OL8IISTUIYBC,B000068IE6,5,1027641600
A1X5F9XSZCDO14,B000068IE6,2,1027641600
A3L1JOI83LQRAQ,B000068IE6,2,1028937600
A2ESIFKN8WGJ0I,B000068IE6,5,1027641600
A1F684F6LYD6W5,B000068IE7,5,1032825600
A1TVZWSRMP55AZ,B000068IE7,4,1035331200
AUKESHE8VQE5G,B000068IE7,5,1030492800
A2B3QTNPR6EFDO,B000068IE7,5,1029196800
A3CRQJ402U1G0J,B000068IE7,5,1026604800
AJ1AF4X7QWIOW,B000068IE7,5,1022716800
ARVXHRBCP9E17,B000068IE7,5,1041724800
A2VV0TJNJT9D3O,B000068IE7,5,1024963200
A1FHX6TLHHMJU,B000068IE7,2,1032566400
A2RWHTNM5P3I8Y,B000068IE7,3,1030665600
A3JTYE6S14BDKO,B000068IE7,5,1042848000
A17GKT7WQ5B1T8,B000068IE7,5,1045872000
A1VAR2RCKUJIR1,B000068ZTY,4,1028678400
A231WM2Z2JL0U3,B000068ZTY,4,1029196800
A3R0LW9CZ1KD8V,B000068ZTZ,4,1031788800
A2VQPYMYVCFXMM,B000068ZTZ,2,1035244800
AQP79EQVNBZC8,B000068ZU0,4,1028851200
A3H4PPN714X1L,B000068ZU0,5,1032739200
A1UFP1SLNF7U2O,B000068ZU0,5,1027555200
